city,id,year,1-1,1-2,1-3,1-4,2-1,2-2,2-3,2-4,2-5,3-1,3-2,3-3,3-4,3-5,3-6,4-1,4-2,4-3,4-4
广东省,GUD,2010,674,147,255,43018,17.45,13.98,16.79,2.03,2.95,787,11,40,27,31,12,3000,2685.6,314.5,3500
广西壮族自治区,GXI,2019,385,102,159,31853,11.51,9.4,15.24,1.5,1.64,99,7,26,26,12,3,620.5,444.5,176,4586.6
广西壮族自治区,GXI,2018,365,96,136,31826,10.6,8.65,14.04,1.4,1.68,103,8,28,17,9,3,588.5,421,167.5,4548.2
广西壮族自治区,GXI,2017,350,95,120,32034,10.11,8.22,13.17,1.28,1.67,102,7,21,14,13,2,556.7,396.6,160.2,4616.5
广西壮族自治区,GXI,2016,330,93,97,32020,9.67,7.78,12.26,1.23,1.77,101,6,22,12,8,1,530.7,375.7,155,565.7
广西壮族自治区,GXI,2015,325,91,91,32216,9.16,7.34,11.32,1.16,1.77,100,5,19,11,7,2,505.5,356.7,148.8,572.1
广西壮族自治区,GXI,2014,298,90,82,32497,8.65,6.84,10.4,1.08,1.75,102,5,18,9,8,2,482.6,338.8,143.8,584.7
广西壮族自治区,GXI,2013,295,88,78,32117,8.33,6.52,9.48,0.98,1.55,104,3,15,6,4,1,466.6,328.8,137.8,564.4
广西壮族自治区,GXI,2012,290,86,79,33257,7.8,6.13,8.55,0.76,1.09,102,3,13,4,5,1,456.3,322.7,133.6,555.3
广西壮族自治区,GXI,2011,292,85,76,33132,7.42,5.83,7.65,0.68,1.11,96,2,13,8,3,1,437.2,308.4,128.8,544.1
广西壮族自治区,GXI,2010,285,85,69,31856,7.08,5.62,7.02,0.64,1.13,107,3,15,7,2,1,413.5,290.5,123,530
海南省,HAI,2019,165,22,51,5057,2.39,2.03,3.21,0.3,0.44,22,1,11,5,10,1,236.1,171.5,64.7,684.5
海南省,HAI,2018,158,17,38,4981,2.23,1.87,3,0.28,0.43,14,1,6,4,9,1,225.7,162.9,62.9,689.7
海南省,HAI,2017,153,18,31,4846,2.08,1.73,2.84,0.28,0.38,15,1,6,4,7,1,209.6,149.1,60.4,209.9
海南省,HAI,2016,158,17,30,4805,1.99,1.63,2.65,0.24,0.4,15,1,5,2,7,1,201,143.9,57.1,186.2
海南省,HAI,2015,155,17,25,4714,1.9,1.53,2.47,0.2,0.38,11,1,3,1,6,1,196.3,140.7,55.6,193.4
海南省,HAI,2014,150,16,20,4754,1.76,1.41,2.24,0.21,0.34,15,1,1,1,5,1,191.7,138,53.7,195.2
海南省,HAI,2013,148,17,21,4689,1.67,1.33,2.09,0.2,0.33,13,1,3,1,4,1,220,169.3,50.6,186.6
海南省,HAI,2012,152,19,22,4839,1.55,1.22,1.94,0.18,0.31,12,1,4,2,3,1,205.2,157.7,47.5,173.2
海南省,HAI,2011,148,19,20,4513,1.55,1.23,1.82,0.18,0.31,8,1,4,2,1,1,186.2,141,45.3,166.1
海南省,HAI,2010,145,19,21,4379,1.45,1.13,1.63,0.15,0.29,7,1,4,2,1,1,166.9,123.7,43.2,152.2
重庆市,CHQ,2019,453,128,196,20001,8.33,6.74,10.31,0.93,1.45,42,3,39,35,62,22,720.6,520.3,200.3,2551.4
重庆市,CHQ,2018,454,110,174,19535,7.64,6.18,9.51,0.96,1.35,55,2,32,33,54,25,678.3,485.9,192.4,2587
重庆市,CHQ,2017,459,92,161,18748,6.85,5.52,8.49,0.91,1.33,63,2,25,34,52,22,640.3,455.3,184.9,2608.2
重庆市,CHQ,2016,452,76,142,19044,6.47,5.15,7.75,0.84,1.25,63,2,29,37,47,23,604.8,425.3,179.5,2654.5
重庆市,CHQ,2015,439,56,121,18986,6.1,4.77,7,0.73,1.11,80,1,26,34,43,20,588.5,414.5,174,2677.8
重庆市,CHQ,2014,404,48,103,17886,5.81,4.43,6.27,0.62,1,90,1,26,32,33,21,575.8,408.8,167,2681.1
重庆市,CHQ,2013,382,46,94,18025,5.51,4.17,5.55,0.61,0.96,94,1,24,28,34,17,539.5,380.6,158.9,2695.3
重庆市,CHQ,2012,331,43,80,17310,5.2,3.88,4.98,0.56,0.87,70,1,32,25,29,16,496.5,348.6,147.9,2722.6
重庆市,CHQ,2011,307,43,75,17037,4.96,3.67,4.28,0.49,0.82,74,2,19,24,34,8,458.5,325.4,133.1,866.3
重庆市,CHQ,2010,296,44,69,16900,4.8,3.54,3.76,0.43,0.79,75,3,16,20,25,7,406.2,280.6,125.6,855.1
四川省,SCH,2019,1507,247,582,80500,22.17,18.5,27.05,2.36,3.67,142,27,107,74,70,13,1778.1,1279.4,498.7,6838.8
四川省,SCH,2018,1484,232,552,78427,20.5,17.13,24.73,1.94,3.48,140,25,106,76,66,10,1667.7,1186.3,481.4,6969.5
四川省,SCH,2017,1444,222,490,77487,19.49,16.27,22.85,2.01,3.26,143,26,109,68,61,10,1526.4,1068,458.4,6188.4
四川省,SCH,2016,1362,204,437,76619,18.54,15.36,20.76,2.03,3.13,150,25,111,61,56,10,1440.6,1001.3,439.4,3616.2
四川省,SCH,2015,1291,198,391,76214,18.15,14.88,19.06,2,3.06,141,28,105,64,48,11,1378.6,959.8,418.8,1272.1
四川省,SCH,2014,1217,189,363,76110,17.95,14.5,17.55,2.01,3.18,143,22,107,62,55,8,1329.4,921.9,407.5,1247.1
四川省,SCH,2013,1144,184,345,75161,17.39,13.91,15.85,1.78,2.96,137,18,104,55,53,12,1282,887.6,394.5,1204
四川省,SCH,2012,1013,173,309,74215,16.29,12.96,13.98,1.61,2.64,137,12,93,58,51,10,1240.9,859.1,381.8,1142.9
四川省,SCH,2011,925,173,249,73646,15.38,12.25,12.13,1.61,2.52,119,21,95,53,42,16,1169.1,803,366,1079.3
四川省,SCH,2010,833,166,221,72244,14.52,11.52,10.49,1.34,2.04,118,16,79,41,39,11,1051.9,703.6,348.3,972.3
贵州省,GUI,2019,954,98,254,26806,8.98,7.16,12.14,1.23,1.76,74,32,87,38,31,2,462,342.3,119.7,3724.7
贵州省,GUI,2018,957,97,222,26374,8.15,6.53,10.91,1.23,1.6,75,28,64,28,35,2,432,316.2,115.7,3801.6
贵州省,GUI,2017,940,95,203,26378,7.55,6.04,9.8,1.15,1.5,80,21,46,26,28,1,410.4,298.9,111.5,590.9
贵州省,GUI,2016,923,90,177,26172,6.9,5.54,8.6,1.06,1.39,64,18,40,25,19,1,389.8,281.5,108.3,583.8
贵州省,GUI,2015,920,87,149,26175,6.34,5.04,7.6,0.97,1.31,63,18,42,22,20,1,372.7,267.5,105.2,582.7
贵州省,GUI,2014,821,83,135,26432,5.78,4.56,6.72,0.89,1.08,57,11,46,23,20,1,354.8,254.9,99.9,332.4
贵州省,GUI,2013,765,82,122,26657,5.6,4.42,5.87,0.85,1.01,49,14,41,24,15,2,344.7,246.6,98.1,327.4
贵州省,GUI,2012,600,70,89,26264,4.92,3.95,4.86,0.7,0.83,48,13,48,18,11,2,329.3,233,96.3,319
贵州省,GUI,2011,472,67,73,24957,4.54,3.65,4.16,0.58,0.72,36,11,36,18,9,1,314.1,220.7,93.3,314.9
贵州省,GUI,2010,414,67,64,24498,4.34,3.48,3.62,0.48,0.67,35,9,33,15,11,1,293.5,205.3,88.2,315.1
云南省,YUN,2019,893,158,295,23638,11.4,9.37,15.85,1.7,1.11,78,20,33,32,27,7,528,373.4,154.6,4005.5
云南省,YUN,2018,843,141,267,23108,9.97,8.22,13.69,1.56,1.09,79,16,35,31,31,7,506.9,356.6,150.3,4014
云南省,YUN,2017,838,136,244,22868,9.39,7.79,12.85,1.44,1.08,76,15,37,28,33,6,491.3,344,147.3,3972.5
云南省,YUN,2016,787,131,236,22395,8.59,7.15,10.6,1.28,0.99,77,16,34,31,27,4,479.1,334.7,144.5,684.5
云南省,YUN,2015,725,124,219,21833,7.96,6.62,9.33,1.16,0.94,66,13,40,26,22,4,468.3,327.6,140.7,672.5
云南省,YUN,2014,706,120,199,21835,7.54,6.23,8.28,1.03,0.93,59,13,38,30,21,2,462.6,324,138.6,673.3
云南省,YUN,2013,670,112,180,21913,7.49,6.13,7.33,1.01,0.87,54,11,37,25,20,4,458,324.6,133.3,660.8
云南省,YUN,2012,636,107,160,21887,6.85,5.66,6.08,0.85,0.78,47,8,43,24,18,3,452.2,322.7,129.5,430.2
云南省,YUN,2011,586,101,137,21800,6.47,5.38,5.23,0.76,0.69,45,9,35,29,15,2,443.4,316.8,126.6,422.4
云南省,YUN,2010,535,101,126,21505,6.33,5.26,4.94,0.7,0.71,55,6,38,22,9,4,414.8,293.3,121.4,401.6
西藏自治区,TIB,2019,108,0,8,6635,0.93,0.71,0.6,0.21,0.13,1,3,6,0,0,0,47.7,36.5,11.2,299.3
西藏自治区,TIB,2018,108,0,11,6539,0.83,0.62,0.56,0.17,0.13,1,4,5,0,0,0,43.9,34.1,9.8,298.8
西藏自治区,TIB,2017,109,0,9,6533,0.76,0.57,0.45,0.11,0.12,1,5,4,0,0,0,40,30.9,9.1,29.9
西藏自治区,TIB,2016,105,0,9,6546,0.65,0.48,0.38,0.08,0.09,1,5,2,0,0,0,36.8,28.3,8.6,28.5
西藏自治区,TIB,2015,102,0,8,6531,0.62,0.44,0.32,0.09,0.09,2,4,3,0,0,0,34.3,26.2,8.1,27.5
西藏自治区,TIB,2014,88,0,3,6542,0.56,0.4,0.27,0.07,0.07,1,3,3,0,0,0,33,25.2,7.8,25.9
西藏自治区,TIB,2013,85,0,2,6479,0.52,0.37,0.24,0.09,0.06,2,2,3,0,0,0,30.6,23.4,7.2,24.3
西藏自治区,TIB,2012,84,0,1,6412,0.4,0.29,0.17,0.07,0.05,6,1,3,0,0,0,27.6,20.4,7.1,22.6
西藏自治区,TIB,2011,83,0,1,6356,0.42,0.32,0.21,0.06,0.06,1,1,3,0,0,0,24.9,18.3,6.6,18.7
西藏自治区,TIB,2010,82,0,1,4718,0.45,0.33,0.2,0.05,0.06,2,1,3,0,0,0,23.5,16.9,6.6,15.3
陕西省,SHA,2019,756,168,262,33619,10.87,8.93,15.04,0.38,2.66,129,21,61,34,20,1,712.9,508.5,204.4,3248
陕西省,SHA,2018,764,163,230,33412,9.9,8.29,13.8,0.38,2.61,134,22,55,29,15,1,674.4,476.8,197.6,3211.5
陕西省,SHA,2017,766,157,210,33808,9.32,7.82,12.7,0.36,2.52,127,22,51,32,16,1,619.8,429.2,190.5,631.2
陕西省,SHA,2016,740,157,176,34017,8.57,7.16,11.68,0.34,2.42,141,19,44,31,13,1,599.6,411.1,188.5,648.4
陕西省,SHA,2015,704,154,145,34098,7.95,6.62,10.43,0.4,2.46,130,20,42,31,17,2,580.3,392.9,187.4,667
陕西省,SHA,2014,694,144,129,34202,7.65,6.32,9.72,0.43,2.38,130,21,44,33,15,2,574.2,389.8,184.4,671.9
陕西省,SHA,2013,664,145,120,34118,7.44,6.09,8.96,0.44,2.3,132,20,42,33,16,3,571.7,390,181.7,672.5
陕西省,SHA,2012,628,140,112,34889,6.95,5.7,7.94,0.38,1.82,126,23,39,29,17,2,547.5,371.7,175.8,571.3
陕西省,SHA,2011,622,142,102,35033,6.57,5.37,7.02,0.46,1.81,110,20,45,31,16,2,540.3,367.4,172.8,550.2
陕西省,SHA,2010,597,139,88,34389,6.6,5.36,6.18,0.52,1.75,104,12,20,11,14,2,474.2,322.9,151.2,535.3
甘肃省,GAN,2019,381,124,163,24761,6.28,5.02,7.95,1.01,0.9,75,27,59,31,16,1,344.3,230.2,114.1,2228.6
甘肃省,GAN,2018,354,109,120,25785,5.96,4.82,6.43,0.83,1.01,81,25,56,20,15,1,331.6,220.8,110.8,2215.1
甘肃省,GAN,2017,307,91,97,26579,5.61,4.54,5.84,0.8,1.11,86,25,59,24,9,1,320.2,212.2,108,2192
甘肃省,GAN,2016,276,82,64,25791,5.28,4.28,5.05,0.75,1.18,85,27,54,21,13,1,314.4,208.5,106,328.9
甘肃省,GAN,2015,278,81,62,25459,4.96,4.01,4.78,0.7,1.21,88,28,56,21,11,1,307.9,208.1,99.8,327
甘肃省,GAN,2014,275,76,54,25254,4.77,3.86,4.55,0.66,1.26,91,27,54,19,11,1,302.6,206.4,96.2,328.1
甘肃省,GAN,2013,273,73,54,25514,4.49,3.65,4.1,0.45,0.53,94,28,53,20,7,2,297.1,206.9,90.2,325.7
甘肃省,GAN,2012,264,70,54,25631,4.3,3.49,3.72,0.4,0.47,90,28,53,17,8,2,293,205.3,87.7,323.6
甘肃省,GAN,2011,258,68,45,25884,4.09,3.32,3.37,0.39,0.46,81,25,45,19,5,1,291.1,202.8,88.2,299.8
甘肃省,GAN,2010,260,69,40,25930,3.93,3.2,2.99,0.38,0.47,51,15,24,16,3,1,290.2,204.4,85.9,250.8
青海省,QIH,2019,124,14,37,6114,1.74,1.47,1.89,0.28,0.17,12,4,13,2,4,1,103.7,68.1,35.7,454.2
青海省,QIH,2018,124,14,40,5994,1.62,1.37,1.76,0.29,0.18,10,3,11,3,3,2,99.4,65.3,34.2,455.9
青海省,QIH,2017,122,13,37,5980,1.55,1.32,1.65,0.26,0.16,12,7,5,3,4,1,94,61.2,32.8,455
青海省,QIH,2016,113,13,37,5908,1.37,1.18,1.44,0.21,0.13,13,5,5,3,2,2,97.9,66,31.8,98.8
青海省,QIH,2015,112,13,22,5860,1.38,1.16,1.32,0.19,0.13,11,5,6,2,4,1,95.6,65.1,30.4,99.6
青海省,QIH,2014,114,13,21,5878,1.3,1.1,1.27,0.17,0.12,7,4,7,1,2,2,93.3,64.2,29.1,97.1
青海省,QIH,2013,89,13,13,5701,1.32,1.13,1.15,0.18,0.12,4,2,6,1,3,1,89.7,62.1,27.6,91.6
青海省,QIH,2012,86,13,13,5658,1.19,1.02,1,0.14,0.11,4,3,5,1,3,1,86.1,59.4,26.7,86.2
青海省,QIH,2011,79,13,12,5608,1.14,0.97,0.97,0.12,0.15,3,2,7,1,2,2,82.4,56.6,25.9,69.2
青海省,QIH,2010,79,13,10,5503,1.06,0.89,0.83,0.13,0.1,2,2,7,1,2,1,78.7,53.5,25.2,60.1
宁夏回族自治区,NXA,2019,143,29,43,4077,2.08,1.81,2.43,0.29,0.29,21,1,12,2,1,1,141.1,103.1,38,492.6
宁夏回族自治区,NXA,2018,153,26,45,4121,1.94,1.71,2.33,0.24,0.3,15,1,8,2,1,0,131.9,95.6,36.3,494.3
宁夏回族自治区,NXA,2017,143,24,37,3966,1.82,1.62,2.16,0.22,0.29,12,1,6,1,1,0,123.5,88.9,34.6,494.8
宁夏回族自治区,NXA,2016,123,22,39,3968,1.71,1.53,1.81,0.21,0.24,13,1,4,1,1,0,117.5,84.5,33,476.6
宁夏回族自治区,NXA,2015,112,19,32,3981,1.59,1.42,1.61,0.22,0.2,12,1,3,1,1,0,114.8,82.6,32.2,470
宁夏回族自治区,NXA,2014,105,19,32,3918,1.5,1.33,1.51,0.17,0.2,13,1,2,1,1,0,116.1,85.1,31,462.5
宁夏回族自治区,NXA,2013,99,19,32,3898,1.43,1.27,1.4,0.17,0.19,10,1,1,1,1,0,108.6,79.1,29.5,456.9
宁夏回族自治区,NXA,2012,92,19,27,3904,1.3,1.15,1.25,0.16,0.16,10,1,1,1,1,0,106.6,78.1,28.5,455.2
宁夏回族自治区,NXA,2011,102,19,26,3886,1.23,1.09,1.16,0.12,0.17,7,2,1,1,1,0,100.2,73.1,27.1,88.5
宁夏回族自治区,NXA,2010,108,18,26,3878,1.23,1.1,1.03,0.11,0.17,6,2,1,1,1,0,94.1,67.7,26.4,80.2
新疆维吾尔自治区,XIN,2019,678,61,118,16851,6.79,5.6,7.73,1.18,0.84,101,2,44,21,11,8,605.1,436.9,168.1,1688.1
新疆维吾尔自治区,XIN,2018,671,62,115,16833,6.33,5.19,7.23,1.15,0.82,107,4,35,23,6,10,579.4,416.7,162.7,1671.5
新疆维吾尔自治区,XIN,2017,676,64,119,17059,6.23,5.1,7.06,1.1,0.82,105,4,46,19,8,7,534.6,381.8,152.7,505
新疆维吾尔自治区,XIN,2016,689,62,110,17124,6.03,4.95,6.76,1.03,0.81,106,2,45,17,9,6,517.7,369.7,148,405.5
新疆维吾尔自治区,XIN,2015,705,57,101,17075,5.73,4.72,6.39,0.96,0.76,108,3,44,16,9,5,505.9,363.3,142.6,385.2
新疆维吾尔自治区,XIN,2014,681,55,93,17178,5.48,4.5,5.98,0.86,0.75,106,2,43,18,9,5,498,359.9,138.2,387.1
新疆维吾尔自治区,XIN,2013,667,51,92,17190,5.3,4.36,5.66,0.78,0.72,107,5,40,14,10,5,488,353.7,134.3,389.1
新疆维吾尔自治区,XIN,2012,648,50,87,16970,5.05,4.14,5.24,0.7,0.66,91,5,37,13,14,5,469.1,339.5,129.6,382.9
新疆维吾尔自治区,XIN,2011,641,46,83,16120,4.95,4.03,4.88,0.69,0.68,77,1,34,15,13,5,446.6,321.4,125.2,378.5
新疆维吾尔自治区,XIN,2010,624,43,86,14715,4.91,3.98,4.45,0.7,0.71,74,2,30,16,12,5,417.7,298.8,119,373.3
全国,ALL,2019,19963,4221,8531,954390,386.69,321.08,444.49,50.41,54.38,4149,537,1976,1282,1270,349,32924.4,24224.7,8700.5,102482
全国,ALL,2018,19693,3977,7900,943639,360.73,301.02,409.88,47.66,52.9,4160,499,1890,1212,1250,349,31680.8,23307.6,8373.3,102778
全国,ALL,2017,18921,3695,7220,933024,338.97,282.9,380.4,45.13,50.88,4117,499,1852,1159,1205,320,30322.6,22288.2,8034.2,87358.6
全国,ALL,2016,18020,3462,6642,926518,319.09,265.16,350.69,42.63,48.33,4110,497,1830,1165,1051,271,29531.3,21720.1,7811.6,44860.1
全国,ALL,2015,17430,3267,6023,920770,303.92,250.84,324.14,39.95,47.25,4069,494,1803,1156,1021,272,28893.2,21362,7531.2,37688.6
全国,ALL,2014,16524,3115,5478,917335,289.22,237.5,300.39,37.99,45.14,4002,508,1809,1138,959,261,28296.1,21041.4,7254.9,31450.8
全国,ALL,2013,15887,3015,5127,915368,279.47,228.58,278.33,35.98,42.12,3907,513,1810,1072,928,264,27443.3,20501.4,6941.9,29629.6
全国,ALL,2012,15021,2889,4665,912620,261.61,213.88,249.61,31.9,37.29,3676,508,1798,1039,914,257,26485.7,19861.3,6624.2,27156
全国,ALL,2011,14328,2831,4283,918003,246.61,202.04,224.41,30.59,37.49,3594,443,1701,1023,854,259,25226.9,18948.3,6278.4,22115.8
全国,ALL,2010,13681,2778,3956,901709,241.33,197.29,204.8,29.03,37.05,3215,380,1459,882,751,230,23734.6,17791.2,5943.6,21294.3
