海南省,HAI,2014,150,16,20,138,53.7,195.2,1.76,1.41,2.24,18,5,1
海南省,HAI,2013,148,17,21,169.3,50.6,186.6,1.67,1.33,2.09,18,4,1
海南省,HAI,2012,152,19,22,157.7,47.5,173.2,1.55,1.22,1.94,19,3,1
海南省,HAI,2011,148,19,20,141,45.3,166.1,1.55,1.23,1.82,15,1,1
海南省,HAI,2010,145,19,21,123.7,43.2,152.2,1.45,1.13,1.63,14,1,1
重庆市,CHQ,2019,453,128,196,520.3,200.3,2551.4,8.33,6.74,10.31,119,62,22
重庆市,CHQ,2018,454,110,174,485.9,192.4,2587,7.64,6.18,9.51,122,54,25
重庆市,CHQ,2017,459,92,161,455.3,184.9,2608.2,6.85,5.52,8.49,124,52,22
重庆市,CHQ,2016,452,76,142,425.3,179.5,2654.5,6.47,5.15,7.75,131,47,23
重庆市,CHQ,2015,439,56,121,414.5,174,2677.8,6.1,4.77,7,141,43,20
重庆市,CHQ,2014,404,48,103,408.8,167,2681.1,5.81,4.43,6.27,149,33,21
重庆市,CHQ,2013,382,46,94,380.6,158.9,2695.3,5.51,4.17,5.55,147,34,17
重庆市,CHQ,2012,331,43,80,348.6,147.9,2722.6,5.2,3.88,4.98,128,29,16
重庆市,CHQ,2011,307,43,75,325.4,133.1,866.3,4.96,3.67,4.28,119,34,8
重庆市,CHQ,2010,296,44,69,280.6,125.6,855.1,4.8,3.54,3.76,114,25,7
四川省,SCH,2019,1507,247,582,1279.4,498.7,6838.8,22.17,18.5,27.05,350,70,13
四川省,SCH,2018,1484,232,552,1186.3,481.4,6969.5,20.5,17.13,24.73,347,66,10
四川省,SCH,2017,1444,222,490,1068,458.4,6188.4,19.49,16.27,22.85,346,61,10
四川省,SCH,2016,1362,204,437,1001.3,439.4,3616.2,18.54,15.36,20.76,347,56,10
四川省,SCH,2015,1291,198,391,959.8,418.8,1272.1,18.15,14.88,19.06,338,48,11
四川省,SCH,2014,1217,189,363,921.9,407.5,1247.1,17.95,14.5,17.55,334,55,8
四川省,SCH,2013,1144,184,345,887.6,394.5,1204,17.39,13.91,15.85,314,53,12
四川省,SCH,2012,1013,173,309,859.1,381.8,1142.9,16.29,12.96,13.98,300,51,10
四川省,SCH,2011,925,173,249,803,366,1079.3,15.38,12.25,12.13,288,42,16
四川省,SCH,2010,833,166,221,703.6,348.3,972.3,14.52,11.52,10.49,254,39,11
贵州省,GUI,2019,954,98,254,342.3,119.7,3724.7,8.98,7.16,12.14,231,31,2
贵州省,GUI,2018,957,97,222,316.2,115.7,3801.6,8.15,6.53,10.91,195,35,2
贵州省,GUI,2017,940,95,203,298.9,111.5,590.9,7.55,6.04,9.8,173,28,1
贵州省,GUI,2016,923,90,177,281.5,108.3,583.8,6.9,5.54,8.6,147,19,1
贵州省,GUI,2015,920,87,149,267.5,105.2,582.7,6.34,5.04,7.6,145,20,1
贵州省,GUI,2014,821,83,135,254.9,99.9,332.4,5.78,4.56,6.72,137,20,1
贵州省,GUI,2013,765,82,122,246.6,98.1,327.4,5.6,4.42,5.87,128,15,2
贵州省,GUI,2012,600,70,89,233,96.3,319,4.92,3.95,4.86,127,11,2
贵州省,GUI,2011,472,67,73,220.7,93.3,314.9,4.54,3.65,4.16,101,9,1
贵州省,GUI,2010,414,67,64,205.3,88.2,315.1,4.34,3.48,3.62,92,11,1
云南省,YUN,2019,893,158,295,373.4,154.6,4005.5,11.4,9.37,15.85,163,27,7
云南省,YUN,2018,843,141,267,356.6,150.3,4014,9.97,8.22,13.69,161,31,7
云南省,YUN,2017,838,136,244,344,147.3,3972.5,9.39,7.79,12.85,156,33,6
云南省,YUN,2016,787,131,236,334.7,144.5,684.5,8.59,7.15,10.6,158,27,4
云南省,YUN,2015,725,124,219,327.6,140.7,672.5,7.96,6.62,9.33,145,22,4
云南省,YUN,2014,706,120,199,324,138.6,673.3,7.54,6.23,8.28,140,21,2
云南省,YUN,2013,670,112,180,324.6,133.3,660.8,7.49,6.13,7.33,127,20,4
云南省,YUN,2012,636,107,160,322.7,129.5,430.2,6.85,5.66,6.08,122,18,3
云南省,YUN,2011,586,101,137,316.8,126.6,422.4,6.47,5.38,5.23,118,15,2
云南省,YUN,2010,535,101,126,293.3,121.4,401.6,6.33,5.26,4.94,121,9,4
西藏自治区,TIB,2019,108,0,8,36.5,11.2,299.3,0.93,0.71,0.6,10,0,0
西藏自治区,TIB,2018,108,0,11,34.1,9.8,298.8,0.83,0.62,0.56,10,0,0
西藏自治区,TIB,2017,109,0,9,30.9,9.1,29.9,0.76,0.57,0.45,10,0,0
西藏自治区,TIB,2016,105,0,9,28.3,8.6,28.5,0.65,0.48,0.38,8,0,0
西藏自治区,TIB,2015,102,0,8,26.2,8.1,27.5,0.62,0.44,0.32,9,0,0
西藏自治区,TIB,2014,88,0,3,25.2,7.8,25.9,0.56,0.4,0.27,7,0,0
西藏自治区,TIB,2013,85,0,2,23.4,7.2,24.3,0.52,0.37,0.24,7,0,0
西藏自治区,TIB,2012,84,0,1,20.4,7.1,22.6,0.4,0.29,0.17,10,0,0
西藏自治区,TIB,2011,83,0,1,18.3,6.6,18.7,0.42,0.32,0.21,5,0,0
西藏自治区,TIB,2010,82,0,1,16.9,6.6,15.3,0.45,0.33,0.2,6,0,0
陕西省,SHA,2019,756,168,262,508.5,204.4,3248,10.87,8.93,15.04,245,20,1
陕西省,SHA,2018,764,163,230,476.8,197.6,3211.5,9.9,8.29,13.8,240,15,1
陕西省,SHA,2017,766,157,210,429.2,190.5,631.2,9.32,7.82,12.7,232,16,1
陕西省,SHA,2016,740,157,176,411.1,188.5,648.4,8.57,7.16,11.68,235,13,1
陕西省,SHA,2015,704,154,145,392.9,187.4,667,7.95,6.62,10.43,223,17,2
陕西省,SHA,2014,694,144,129,389.8,184.4,671.9,7.65,6.32,9.72,228,15,2
陕西省,SHA,2013,664,145,120,390,181.7,672.5,7.44,6.09,8.96,227,16,3
陕西省,SHA,2012,628,140,112,371.7,175.8,571.3,6.95,5.7,7.94,217,17,2
陕西省,SHA,2011,622,142,102,367.4,172.8,550.2,6.57,5.37,7.02,206,16,2
陕西省,SHA,2010,597,139,88,322.9,151.2,535.3,6.6,5.36,6.18,147,14,2
甘肃省,GAN,2019,381,124,163,230.2,114.1,2228.6,6.28,5.02,7.95,192,16,1
甘肃省,GAN,2018,354,109,120,220.8,110.8,2215.1,5.96,4.82,6.43,182,15,1
甘肃省,GAN,2017,307,91,97,212.2,108,2192,5.61,4.54,5.84,194,9,1
甘肃省,GAN,2016,276,82,64,208.5,106,328.9,5.28,4.28,5.05,187,13,1
甘肃省,GAN,2015,278,81,62,208.1,99.8,327,4.96,4.01,4.78,193,11,1
甘肃省,GAN,2014,275,76,54,206.4,96.2,328.1,4.77,3.86,4.55,191,11,1
甘肃省,GAN,2013,273,73,54,206.9,90.2,325.7,4.49,3.65,4.1,195,7,2
甘肃省,GAN,2012,264,70,54,205.3,87.7,323.6,4.3,3.49,3.72,188,8,2
甘肃省,GAN,2011,258,68,45,202.8,88.2,299.8,4.09,3.32,3.37,170,5,1
甘肃省,GAN,2010,260,69,40,204.4,85.9,250.8,3.93,3.2,2.99,106,3,1
青海省,QIH,2019,124,14,37,68.1,35.7,454.2,1.74,1.47,1.89,31,4,1
青海省,QIH,2018,124,14,40,65.3,34.2,455.9,1.62,1.37,1.76,27,3,2
青海省,QIH,2017,122,13,37,61.2,32.8,455,1.55,1.32,1.65,27,4,1
青海省,QIH,2016,113,13,37,66,31.8,98.8,1.37,1.18,1.44,26,2,2
青海省,QIH,2015,112,13,22,65.1,30.4,99.6,1.38,1.16,1.32,24,4,1
青海省,QIH,2014,114,13,21,64.2,29.1,97.1,1.3,1.1,1.27,19,2,2
青海省,QIH,2013,89,13,13,62.1,27.6,91.6,1.32,1.13,1.15,13,3,1
青海省,QIH,2012,86,13,13,59.4,26.7,86.2,1.19,1.02,1,13,3,1
青海省,QIH,2011,79,13,12,56.6,25.9,69.2,1.14,0.97,0.97,13,2,2
