city,id,year,1-1,1-2,1-3,1-4,2-1,2-2,2-3,2-4,2-5,3-1,3-2,3-3,3-4,3-5,3-6,4-1,4-2,4-3,4-4
新疆,XIN,2019,14,25,26,24,25,25,26,18,27,17,27,22,25,27,13,20,20,23,23
新疆,XIN,2018,14,25,26,24,25,25,25,19,27,16,24,23,22,28,11,20,20,22,23
新疆,XIN,2017,15,25,24,24,25,25,24,19,27,17,25,20,24,27,12,23,20,23,25
新疆,XIN,2016,13,25,23,24,25,25,23,19,27,14,26,19,25,26,14,23,22,23,25
新疆,XIN,2015,9,24,23,24,25,25,23,20,27,14,26,19,25,26,14,22,21,23,25
新疆,XIN,2014,10,24,23,24,25,24,23,20,27,14,26,21,25,26,13,22,21,25,24
新疆,XIN,2013,10,24,22,24,25,24,22,21,25,14,23,21,25,25,13,22,21,24,24
新疆,XIN,2012,8,24,21,24,24,23,21,21,25,16,22,22,26,22,13,22,21,24,24
新疆,XIN,2011,8,24,20,24,24,23,21,19,25,19,28,21,24,21,13,22,21,24,23
新疆,XIN,2010,9,25,18,24,23,23,22,17,24,17,26,20,20,19,12,22,22,25,23
